6.332761838318390346e+01,6.588855670871205916e+01,6.242887421227720068e+01,6.474821472167968750e+01
6.486420160765334231e+01,6.937724824565077597e+01,6.292175258409596239e+01,6.668101501464843750e+01
6.764740089342153340e+01,7.194783985816785332e+01,6.730916536355074697e+01,7.124237823486328125e+01
6.914531492266132773e+01,7.074952098215521801e+01,6.791799358615610060e+01,6.852682495117187500e+01
6.884652199652671811e+01,7.090048795121039404e+01,6.884652199652671811e+01,7.040637207031250000e+01
7.008665780369065601e+01,7.053233564132308686e+01,6.830397602013853486e+01,6.938909149169921875e+01
6.730607962065053584e+01,6.804240844451915393e+01,6.602719660642947019e+01,6.677320861816406250e+01
6.614341740441139450e+01,7.019321260773206461e+01,6.601746950610979070e+01,7.003820037841796875e+01
6.947629712416916448e+01,7.007698734295709642e+01,6.749015721501194776e+01,6.822647857666015625e+01
7.069702245100103255e+01,7.265409721647732511e+01,6.999944890552663423e+01,7.204372406005859375e+01
7.422366658812835283e+01,7.514407196842201131e+01,7.171433896251640761e+01,7.172402954101562500e+01
7.185967694680529405e+01,7.476622994886102447e+01,7.048391029985141643e+01,7.430118560791015625e+01
7.404928024272285825e+01,7.626794986031923429e+01,7.385551300461030166e+01,7.589009857177734375e+01
7.502780262198058381e+01,7.556066608648379201e+01,7.268317824623535728e+01,7.383611297607421875e+01
7.489217115063081565e+01,7.673298179051377588e+01,7.483403507519319930e+01,7.637451171875000000e+01
7.502780696335314303e+01,7.594821225004486109e+01,7.460151025368800504e+01,7.464995574951171875e+01
7.562849524555106484e+01,7.646170757075417157e+01,7.408802593679477866e+01,7.629700469970703125e+01
7.759526311727330494e+01,7.784716641474307153e+01,7.587070974052878114e+01,7.707209014892578125e+01
7.658766114681880310e+01,7.658766114681880310e+01,7.458214022232985485e+01,7.495999145507812500e+01
7.340011995236815778e+01,7.343887486149067456e+01,7.141397336236185822e+01,7.145272827148437500e+01
7.242159853022761240e+01,7.322574648190648361e+01,7.148181205558422846e+01,7.282851409912109375e+01
7.421395837370050685e+01,7.507623486158193771e+01,7.271224429999125505e+01,7.275099182128906250e+01
7.326450919481179369e+01,7.354547684848087385e+01,7.171434181018982201e+01,7.339045715332031250e+01
7.397175389774770338e+01,7.423334774179460283e+01,7.347763794146051453e+01,7.387487030029296875e+01
7.460152201623922963e+01,7.460152201623922963e+01,7.299322591564325080e+01,7.309980010986328125e+01
7.392331952771942838e+01,7.690737439542891707e+01,7.376829985056825478e+01,7.626793670654296875e+01
7.553161165999004822e+01,7.599666332208813913e+01,7.362297429571010809e+01,7.427210998535156250e+01
7.319668625190170985e+01,7.372954979583998636e+01,7.127835827518552492e+01,7.189842224121093750e+01
7.196622604885754981e+01,7.229563911791069586e+01,7.113301388752446996e+01,7.223750305175781250e+01
7.257662091518447767e+01,7.516345091756768682e+01,7.249911107295878310e+01,7.399114227294921875e+01
7.430116802550080024e+01,7.637450808499842481e+01,7.426241310763465719e+01,7.544441223144531250e+01
7.631638845318711617e+01,7.685895002845253998e+01,7.512470588699402185e+01,7.605480194091796875e+01
7.718835688965089048e+01,7.782780209349466816e+01,7.672331255207947720e+01,7.722711181640625000e+01
7.712050846976443097e+01,7.943606087812331396e+01,7.702362488536428486e+01,7.873848724365234375e+01
7.903883921096617371e+01,7.973641287408896972e+01,7.729490505315916948e+01,7.736272430419921875e+01
7.787622691064062508e+01,7.937794865106708642e+01,7.656827977090367199e+01,7.766308593750000000e+01
7.682017196524908798e+01,7.911635075763564373e+01,7.626792736856677379e+01,7.909696960449218750e+01
7.897102813493309270e+01,8.024991085246563216e+01,7.869006052532623130e+01,7.904853057861328125e+01
8.064713893384575272e+01,8.176131883788031018e+01,7.972673362584701806e+01,8.105406188964843750e+01
8.063746411041952911e+01,8.093780552574087039e+01,7.933920005344980098e+01,7.941670989990234375e+01
8.039523952970489518e+01,8.039523952970489518e+01,7.893227280854880235e+01,7.916479492187500000e+01
7.917448953422356794e+01,7.962985059851348524e+01,7.795373544149352085e+01,7.823470306396484375e+01
8.235232817276367712e+01,8.493915835428910555e+01,8.157724448032165299e+01,8.233295440673828125e+01
8.354401166445553883e+01,8.408656577260704523e+01,8.297238582187132749e+01,8.344712066650390625e+01
8.361181680584579112e+01,8.378621022426001730e+01,8.174193469408268697e+01,8.349555206298828125e+01
8.416407851246846406e+01,8.511354823442869133e+01,8.337930427415943768e+01,8.398968505859375000e+01
8.445472945471868798e+01,8.573361232093866136e+01,8.377653679526325448e+01,8.539451599121093750e+01
8.529762142566784178e+01,8.717719425723464610e+01,8.520073782843901711e+01,8.710937500000000000e+01
8.719657905016785548e+01,8.780695244249061204e+01,8.633430235978917722e+01,8.747754669189453125e+01
8.782633010721218625e+01,8.830106494903085945e+01,8.744847887102552875e+01,8.767131042480468750e+01
8.702218074515909052e+01,8.888237255384332514e+01,8.702218074515909052e+01,8.830106353759765625e+01
8.926021658910492818e+01,9.014187431621125768e+01,8.728376017978719403e+01,8.756472778320312500e+01
8.652806957875797877e+01,8.776819752034772648e+01,8.628585685917417436e+01,8.747754669189453125e+01
8.728377160773921162e+01,8.769069459215943141e+01,8.653775968783565986e+01,8.697373962402343750e+01
8.750659763140471625e+01,8.775850089087438732e+01,8.667338541232730620e+01,8.701248168945312500e+01
8.586924735144359033e+01,8.586924735144359033e+01,8.237169522512682818e+01,8.238138580322265625e+01
8.412531575492181446e+01,8.458067680827961965e+01,8.137377567136920220e+01,8.342774200439453125e+01
