1.341520297051690420e+02,1.353398366256939767e+02,1.329941814476777893e+02,1.341719970703125000e+02
1.348099975585937500e+02,1.359100036621093750e+02,1.340299987792968750e+02,1.343399963378906250e+02
1.352100067138671875e+02,1.357299957275390625e+02,1.328699951171875000e+02,1.334299926757812500e+02
1.334499969482421875e+02,1.360500030517578125e+02,1.327599945068359375e+02,1.356900024414062500e+02
1.356000061035156250e+02,1.383399963378906250e+02,1.353399963378906250e+02,1.364299926757812500e+02
1.368300018310546875e+02,1.402799987792968750e+02,1.359799957275390625e+02,1.374100036621093750e+02
1.376799926757812500e+02,1.376799926757812500e+02,1.356300048828125000e+02,1.370000000000000000e+02
1.347500000000000000e+02,1.401399993896484375e+02,1.347100067138671875e+02,1.374700012207031250e+02
1.372200012207031250e+02,1.428200073242187500e+02,1.370000000000000000e+02,1.419499969482421875e+02
1.420000000000000000e+02,1.453800048828125000e+02,1.401499938964843750e+02,1.434299926757812500e+02
1.441399993896484375e+02,1.465000000000000000e+02,1.386799926757812500e+02,1.422299957275390625e+02
1.427799987792968750e+02,1.451100006103515625e+02,1.404299926757812500e+02,1.447200012207031250e+02
1.458800048828125000e+02,1.484600067138671875e+02,1.451999969482421875e+02,1.473600006103515625e+02
1.486699981689453125e+02,1.531799926757812500e+02,1.480099945068359375e+02,1.525700073242187500e+02
1.528300018310546875e+02,1.537599945068359375e+02,1.517200012207031250e+02,1.526000061035156250e+02
1.528300018310546875e+02,1.529600067138671875e+02,1.481799926757812500e+02,1.524499969482421875e+02
1.521000061035156250e+02,1.527700042724609375e+02,1.507799987792968750e+02,1.514400024414062500e+02
1.515599975585937500e+02,1.522200012207031250e+02,1.487299957275390625e+02,1.509600067138671875e+02
1.526100006103515625e+02,1.532400054931640625e+02,1.502100067138671875e+02,1.503399963378906250e+02
1.489900054931640625e+02,1.498999938964843750e+02,1.465500030517578125e+02,1.470899963378906250e+02
1.489499969482421875e+02,1.524799957275390625e+02,1.476499938964843750e+02,1.513800048828125000e+02
1.509600067138671875e+02,1.538399963378906250e+02,1.505000000000000000e+02,1.515200042724609375e+02
1.497599945068359375e+02,1.503200073242187500e+02,1.478800048828125000e+02,1.486300048828125000e+02
1.480200042724609375e+02,1.486499938964843750e+02,1.462700042724609375e+02,1.470399932861328125e+02
1.478899993896484375e+02,1.487100067138671875e+02,1.463099975585937500e+02,1.479900054931640625e+02
1.470200042724609375e+02,1.486100006103515625e+02,1.461999969482421875e+02,1.476399993896484375e+02
1.482100067138671875e+02,1.493899993896484375e+02,1.444100036621093750e+02,1.452100067138671875e+02
1.455800018310546875e+02,1.458500061035156250e+02,1.418300018310546875e+02,1.436900024414062500e+02
1.422299957275390625e+02,1.441999969482421875e+02,1.413200073242187500e+02,1.417500000000000000e+02
1.387799987792968750e+02,1.398000030517578125e+02,1.363999938964843750e+02,1.380800018310546875e+02
1.382700042724609375e+02,1.383500061035156250e+02,1.360599975585937500e+02,1.364499969482421875e+02
1.369900054931640625e+02,1.371600036621093750e+02,1.343099975585937500e+02,1.346699981689453125e+02
1.345099945068359375e+02,1.361900024414062500e+02,1.339400024414062500e+02,1.351999969482421875e+02
1.345899963378906250e+02,1.374900054931640625e+02,1.340500030517578125e+02,1.371499938964843750e+02
1.376600036621093750e+02,1.385800018310546875e+02,1.361000061035156250e+02,1.367899932861328125e+02
1.368600006103515625e+02,1.375299987792968750e+02,1.351499938964843750e+02,1.353699951171875000e+02
1.355000000000000000e+02,1.369400024414062500e+02,1.347700042724609375e+02,1.352799987792968750e+02
1.351499938964843750e+02,1.362799987792968750e+02,1.331999969482421875e+02,1.341799926757812500e+02
1.350000000000000000e+02,1.364700012207031250e+02,1.336499938964843750e+02,1.344700012207031250e+02
1.287799987792968750e+02,1.313200073242187500e+02,1.258099975585937500e+02,1.270800018310546875e+02
